instrument,locale,key,english,extracted,flags,status
F2,fil,Was the questionnaire comprehensive?,Was the questionnaire comprehensive?,,not-in-paper,flagged
F2,fil,"Was the questionnaire too long, too short, or about right?","Was the questionnaire too long, too short, or about right?",,not-in-paper,flagged
F2,fil,Year is required. Leave month or day blank if you don't recall them.,Year is required. Leave month or day blank if you don't recall them.,,not-in-paper,flagged
F2,hil,Healthcare Worker Profile,Healthcare Worker Profile,,empty,flagged
F2,hil,Last Name,Last Name,,empty,flagged
F2,hil,First Name,First Name,,empty,flagged
F2,hil,Middle Initial,Middle Initial,,empty,flagged
F2,hil,Regular,Regular,,empty,flagged
F2,hil,Casual,Casual,,empty,flagged
F2,hil,Seasonal,Seasonal,,empty,flagged
F2,hil,Probationary,Probationary,,empty,flagged
F2,hil,Fixed-term,Fixed-term,,empty,flagged
F2,hil,Administrator,Administrator,,empty,flagged
F2,hil,Midwife,Midwife,,empty,flagged
F2,hil,Dentist,Dentist,,empty,flagged
F2,hil,Physician/Doctor,Physician/Doctor,,empty,flagged
F2,hil,Laboratory technician,Laboratory technician,,empty,flagged
F2,hil,Dentist aide,Dentist aide,,empty,flagged
F2,hil,Physician assistant,Physician assistant,,empty,flagged
F2,hil,Medical/ radiologic technologist,Medical/ radiologic technologist,,empty,flagged
F2,hil,Barangay Health Worker,Barangay Health Worker,,empty,flagged
F2,hil,Nurse,Nurse,,empty,flagged
F2,hil,Health promotion officer,Health promotion officer,,empty,flagged
F2,hil,Nursing assistant,Nursing assistant,,empty,flagged
F2,hil,Physical Therapist,Physical Therapist,,empty,flagged
F2,hil,No specialty,No specialty,,empty,flagged
F2,hil,Nuclear Medicine,Nuclear Medicine,,empty,flagged
F2,hil,Physical and Rehabilitation Medicine,Physical and Rehabilitation Medicine,,empty,flagged
F2,hil,Anesthesia,Anesthesia,,empty,flagged
F2,hil,Obstetrics and Gynecology,Obstetrics and Gynecology,,empty,flagged
F2,hil,Psychiatry,Psychiatry,,empty,flagged
F2,hil,Dermatology,Dermatology,,empty,flagged
F2,hil,Occupational Medicine,Occupational Medicine,,empty,flagged
F2,hil,Public health,Public health,,empty,flagged
F2,hil,Emergency Medicine,Emergency Medicine,,empty,flagged
F2,hil,Ophthalmology,Ophthalmology,,empty,flagged
F2,hil,Radiology,Radiology,,empty,flagged
F2,hil,Family Medicine,Family Medicine,,empty,flagged
F2,hil,Orthopedics,Orthopedics,,empty,flagged
F2,hil,Research,Research,,empty,flagged
F2,hil,General Surgery,General Surgery,,empty,flagged
F2,hil,Otorhinolaryngology (ENT),Otorhinolaryngology (ENT),,empty,flagged
F2,hil,Others (specify),Others (specify),,empty,flagged
F2,hil,Internal Medicine,Internal Medicine,,empty,flagged
F2,hil,Pathology,Pathology,,empty,flagged
F2,hil,Neurology,Neurology,,empty,flagged
F2,hil,Pediatrics,Pediatrics,7. Do you practice at any private healthcare? Nagaserbisyo ikaw sa anuman nga pribado nga healthcare?,length-ratio,flagged
F2,hil,Universal Health Care (UHC) Awareness,Universal Health Care (UHC) Awareness,,empty,flagged
F2,hil,Patient or Client satisfaction survey,Patient or Client satisfaction survey,,empty,flagged
F2,hil,Patient Feedback and Complaints Management System,Patient Feedback and Complaints Management System,,empty,flagged
F2,hil,Patient Rights and Responsibilities Policy,Patient Rights and Responsibilities Policy,,empty,flagged
F2,hil,Regular Quality or Management Review Meetings,Regular Quality or Management Review Meetings,,empty,flagged
F2,hil,Routine monitoring of quality/performance indicators,Routine monitoring of quality/performance indicators,,empty,flagged
F2,hil,Quality Assurance Plan (QAP),Quality Assurance Plan (QAP),,empty,flagged
F2,hil,Continuous Quality Improvement (CQI) Program,Continuous Quality Improvement (CQI) Program,,empty,flagged
F2,hil,Staff Quality Improvement and Competency Training,Staff Quality Improvement and Competency Training,,empty,flagged
F2,hil,Clinical audit or case review activities,Clinical audit or case review activities,,empty,flagged
F2,hil,Standards to follow,Standards to follow,Standards nga sundon,starts-with-english,flagged
F2,hil,Number of patients,Number of patients,Number of Patients,echo-english,echo-english
F2,hil,How do you expect the following to change: Salary?,How do you expect the following to change: Salary?,Paano mo ginapaabot nga magbago ini: Sweldo? PILIA LANG ANG ISA KA SABAT,local-directive,flagged
F2,hil,How do you expect the following to change: Number of patients?,How do you expect the following to change: Number of patients?,Paano mo ginapaabot nga magbago ini: Kadamuon sang pasyente? PILIA LANG ANG ISA KA SABAT,local-directive,flagged
F2,hil,How do you expect the following to change: Working hours?,How do you expect the following to change: Working hours?,Inoras sang pagtrabaho? . Paano mo ginapaabot nga magbago ini: Oras sang trabaho? PILIA LANG ANG ISA KA SABAT,local-directive,flagged
F2,hil,How do you expect the following to change: Standards to follow?,How do you expect the following to change: Standards to follow?,Paano mo ginapaabot nga magbago ini: Mga pagsulundan nga sundon? PILIA LANG ANG ISA KA SABAT,local-directive,flagged
F2,hil,How do you expect the following to change: Preventive healthcare?,How do you expect the following to change: Preventive healthcare?,Paano mo ginapaabot nga magbago ini: Paglikaw sa peligro sang masakit? PILIA LANG ANG ISA KA SABAT,local-directive,flagged
F2,hil,More,More,More,echo-english,echo-english
F2,hil,YAKAP/Konsulta Package,YAKAP/Konsulta Package,"<Section C to be answered by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians only. For pharmacists/dispensers and assistant pharmacists, proceed to Section E2. Otherwise, proceed to Section F – Question 56>","length-ratio,routing-note",flagged
F2,hil,Which of the following are included in the YAKAP/Konsulta package?,Which of the following are included in the YAKAP/Konsulta package?,Ano sa masunod ang unod sang YAKAP/Konsulta nga package? PILI-A ANG TANAN NGA PWEDE.,local-directive,flagged
F2,hil,Pap smear,Pap smear,,empty,flagged
F2,hil,Chest X-ray,Chest X-ray,,empty,flagged
F2,hil,Mammogram,Mammogram,,empty,flagged
F2,hil,Low-dose Chest CT scan,Low-dose Chest CT scan,,empty,flagged
F2,hil,Lipid profile,Lipid profile,,empty,flagged
F2,hil,Dental services,Dental services,,empty,flagged
F2,hil,Thyroid function test,Thyroid function test,,empty,flagged
F2,hil,Which of the following statements is true with regard to registering patients to YAKAP/Konsulta?,Which of the following statements is true with regard to registering patients to YAKAP/Konsulta?,Ano sa mga masunod nga pahayag ang matuod parte sa pagparehistro sang mga pasyente sa YAKAP/Konsulta? BASAHA ANG MGA OPSYON. PILIA LANG ANG ISA KA SABAT. It's only possible to register individual patients to YAKAP/Konsulta Indibidwal nga pasyente lang ang mahimo marehistro sa YAKAP/Konsulta It's only possible to register whole families to YAKAP/Konsulta Pwede lang magparehistro sang bug-os nga pamilya sa YAKAP/Konsulta It's possible to register both individual patients and their family members together to YAKAP/Konsulta Pwede magparehistro sang indibidwal nga pasyente kag ang ila pamilya nga upod sa YAKAP/Konsulta,"overlong-span,length-ratio,local-directive",flagged
F2,hil,Why is your facility not accredited?,Why is your facility not accredited?,Ngaa ang imo pasilidad indi accredited? PILIA ANG TANAN NGA NAGAKADAPAT.,local-directive,flagged
F2,hil,Not a physician/dentist,Not a physician/dentist,Indi doktor/dentista 40. What might convince your facility to become a primary care practitioner? Ang ang pwede magkumbinsi sa inyo pasilidad nga mangin primary care practitioner?,length-ratio,flagged
F2,hil,Awareness on No Balance Billing (NBB) and Zero Balance Billing (ZBB),Awareness on No Balance Billing (NBB) and Zero Balance Billing (ZBB),"<Section D to be answered by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians only. For pharmacists/dispenser and assistant pharmacist, proceed to Section E2 – Question 53. Otherwise, proceed to Section F – Question 56> 41. Have you heard of the No Balance Billing (NBB)? Nabatian mo na bala ang No Balance Billing (NBB)?","length-ratio,routing-note",flagged
F2,hil,Health center/facility,Health center/facility,,empty,flagged
F2,hil,LGU/Barangay,LGU/Barangay,,empty,flagged
F2,hil,Social Media,Social Media,,empty,flagged
F2,hil,What challenges do you commonly encounter for patients covered by ZBB?,What challenges do you commonly encounter for patients covered by ZBB?,Ano nga mga hagit ang kasagaran mo naatubang para sa mga pasyente nga sakop sang ZBB? PILIA ANG TANAN NGA NAGAKADAPAT.,local-directive,flagged
F2,hil,Awareness on Expanded Health Programs (BUCAS and GAMOT),Awareness on Expanded Health Programs (BUCAS and GAMOT),"E1. Awareness about BUCAS Ihibalo nahanungod sa BUCAS <Questions 48 to 52 are to be answered only by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians in facilities with BUCAS centers. For pharmacists/dispensers and assistant pharmacists, proceed to Section E2 - Question 53. Otherwise, proceed to Section F – Question 56> <Ang mga Pamangkot 48 tubtob 52 dapat sabton lamang sang mga administrador, doktor, nars, hilot, dentista, nutritionist-dietician sa mga pasilidad nga may BUCAS centers. Para sa mga parmasyutiko/dispenser kag assistant pharmacists, padayon sa Seksyon E2 - Pamangkot 53. Kon indi, padayon sa Seksyon F – Pamangkot 56> 48. Have you heard of theBagong Urgent Care kag Ambulatory Service (BUCAS) center? Nabatian mo bala ang bahin sang Bagong Urgent Care kag Ambulatory Service (BUCAS) center?","overlong-span,length-ratio,routing-note",flagged
F2,hil,"In your opinion, BUCAS Centers have:","In your opinion, BUCAS Centers have:","Sa imo opinyon, ang BUCAS Centers may: PILI-A ANG TANAN NGA NAGAKADAPAT",local-directive,flagged
F2,hil,Outbound & Inbound Referrals and Satisfaction,Outbound & Inbound Referrals and Satisfaction,56. What are the most common ways you send referrals to higher level facilities? . Ano ang pinakakomun nga pamaagi nga ginapadala mo ang referrals sa mas mataas nga level nga pasilidad? PILI-A ANG TANAN NGA NAGAKADAPAT,"length-ratio,glued-short-label,local-directive",flagged
F2,hil,E-referral,E-referral,E-referral,echo-english,echo-english
F2,hil,DOH standard referral form,DOH standard referral form,,empty,flagged
F2,hil,City / LGU standard referral form,City / LGU standard referral form,,empty,flagged
F2,hil,Facility's standard referral form,Facility's standard referral form,,empty,flagged
F2,hil,Province's standard referral form,Province's standard referral form,,empty,flagged
F2,hil,I am unsure about the typical ratio of referrals to walk-ins,I am unsure about the typical ratio of referrals to walk-ins,"Indi ako sigurado sang tipikal nga proporsyon sang ginarefer ukon ang direkta lang nga nagkadto. 60. Of those referred, what are the most common ways you receive referrals from lower-level facilities? Sa mga ginrefer nga pasyente, ano ang masami nga pamaagi sang pagbaton ninyo sang referral halin sa mga mas manubo nga lebel sang pasilidad panglawas?","length-ratio,glued-short-label",flagged
F2,hil,"Satisfied: Some improvements needed, patients are generally referred appropriately","Satisfied: Some improvements needed, patients are generally referred appropriately","Satisfied - kinahanglan paayuhon lang gamay; kadam-an sang mga pasyente nga ginarefer namon mabaton man Neither Satisfied nor Dissatisfied: Improvements needed, but generally functional Neither Satisfied nor Dissatisfied: Nagakinahanglan paayuhon, apang sa pagkabilugan naga-function man.","contains-other-label,grid-bleed",flagged
F2,hil,"Knowledge, Attitude, And Practices (KAP) on Professional Setting, Charging, And Reimbursement","Knowledge, Attitude, And Practices (KAP) on Professional Setting, Charging, And Reimbursement",,empty,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not ZBB accredited?","On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not ZBB accredited?","Sa scale nga 1-5, 5 ang pinakamataas, ano ka husto ang pagreimburse sang imo professional fee kon ikumparar sa iban nga lain ang espeyalidad nga may pareho nga tinuig sang training nga nagaserbisyo sa pasilidad nga indi ZBB accredited? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not NBB accredited?","On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not NBB accredited?","Sa scale nga 1-5, 5 ang pinakamataas, ano ka husto ang pagreimburse sang imo professional fee kon ikumparar sa iban nga lain ang espeyalidad nga may pareho nga tinuig sang training nga nagaserbisyo sa pasilidad nga indi NBB accredited? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, how adequate is your professional fee given your specialization and expertise?","On a scale of 1-5 with 5 as highest, how adequate is your professional fee given your specialization and expertise?","Sa scale nga 1-5, 5 ang pinakamataas, ano ka husto ang imo professional fee santo sa imo specialization kag expertise? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, do you agree that the current reimbursement rates accurately reflect the complexity and cognitive effort required for your most frequent procedures?","On a scale of 1-5 with 5 as highest, do you agree that the current reimbursement rates accurately reflect the complexity and cognitive effort required for your most frequent procedures?","Sa scale nga 1-5, 5 ang pinakamataas, nagapati ka bala nga ang reimbursement rates subong nagapakita sang ka kumplikado kag cognitive effort nga kinahanglanon sa mga masami mo nga procedures? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, do reimbursement rates influence your practice's pricing strategy?","On a scale of 1-5 with 5 as highest, do reimbursement rates influence your practice's pricing strategy?","Sa scale nga 1-5, 5 ang pinakamataas, ang reimbursement rates bala naga-impluwensya sang imo estrahiya sa pagpanukot? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,"On a scale of 1-5 with 5 as highest, how acceptable is the professional fee regulation or standardization under UHC?","On a scale of 1-5 with 5 as highest, how acceptable is the professional fee regulation or standardization under UHC?","Sa scale nga 1-5, 5 ang pinakamataas, ano ka acceptable ang professional fee regulation ukon standardization sa idalum sang UHC? 1 2 3 4 5",digit-mismatch,flagged
F2,hil,Task Sharing,Task Sharing,,empty,flagged
F2,hil,Disagree for both medical and clerical tasks,Disagree for both medical and clerical tasks,Indi husto para sa medical kag clerical nga buluhaton These questions ask for your satisfaction with the support you received from your facility. Please put your answer in the provided space or check the box for your answer. Ini nga mga pamangkot nagahibalo kon satisfied ikaw sang suporta nga nabaton ko halin sa imo pasilidad.,length-ratio,flagged
F2,hil,Facility Support,Facility Support,,empty,flagged
F2,hil,Job Satisfaction,Job Satisfaction,,empty,flagged
F2,hil,Strongly Disagree,Strongly Disagree,Hugot nga gapamalibad 98. I am compensated fairley. Ginabayaran ako sang patas.,length-ratio,flagged
F2,hil,Supervisory trainings,Supervisory trainings,Supervisory trainings,echo-english,echo-english
F2,hil,Clinical audits,Clinical audits,Clinical audits,echo-english,echo-english
F2,hil,Surgical audits,Surgical audits,Surgical audits,echo-english,echo-english
F2,hil,Often,Often,Masami Sometime Talagsa,length-ratio,flagged
F2,hil,"According to DOLE, typically full-time is 8 hours per day, part-time is less than that.","According to DOLE, typically full-time is 8 hours per day, part-time is less than that.",,not-in-paper,flagged
F2,hil,Are there any questions you expected that we would ask and that we didn't?,Are there any questions you expected that we would ask and that we didn't?,,not-in-paper,flagged
F2,hil,Are there any questions you feel may be too sensitive or that may affect the response rate that we should consider deleting?,Are there any questions you feel may be too sensitive or that may affect the response rate that we should consider deleting?,,not-in-paper,flagged
F2,hil,Are you aware of the PhilHealth coverage rules in setting your professional fees?,Are you aware of the PhilHealth coverage rules in setting your professional fees?,,not-in-paper,flagged
F2,hil,Are you familiar with the Relative Value Unit (RVU)-based pricing?,Are you familiar with the Relative Value Unit (RVU)-based pricing?,,not-in-paper,flagged
F2,hil,Are you part of a health facility that is an accredited PhilHealth YAKAP/ Konsulta provider?,Are you part of a health facility that is an accredited PhilHealth YAKAP/ Konsulta provider?,,not-in-paper,flagged
F2,hil,"Considering all patients who come to this facility for the past 6 months, what proportion of patients coming to this facility are referred from another facility compared to walk-ins?","Considering all patients who come to this facility for the past 6 months, what proportion of patients coming to this facility are referred from another facility compared to walk-ins?",,not-in-paper,flagged
F2,hil,"Definitions —
1. Regular Employment: Employees perform tasks necessary or desirable to the employer's main business, usually after a probationary period. They enjoy full security of tenure.
2. Probationary Employment: A trial period (maximum of 6 months) to determine if the employee meets the standards for regularization.
3. Casual Employment: Work is not essential to the main business and is usually for a short period. If a casual employee works for at least one year, they may become regular.
4. Project-based (Project Employment): Employment is fixed for a specific project or undertaking, with the end date determined by the completion of that project.
5. Seasonal Employment: Work is only performed during specific, recurring times of the year, such as holidays or harvest seasons.
6. Fixed-Term Employment: The contract specifies a set duration for the employment, agreed upon by both parties.
7. Other (Job Order): worker is classified as a contractual worker or contract of service personnel, hired for a short-term, specific piece of work.","Definitions —
1. Regular Employment: Employees perform tasks necessary or desirable to the employer's main business, usually after a probationary period. They enjoy full security of tenure.
2. Probationary Employment: A trial period (maximum of 6 months) to determine if the employee meets the standards for regularization.
3. Casual Employment: Work is not essential to the main business and is usually for a short period. If a casual employee works for at least one year, they may become regular.
4. Project-based (Project Employment): Employment is fixed for a specific project or undertaking, with the end date determined by the completion of that project.
5. Seasonal Employment: Work is only performed during specific, recurring times of the year, such as holidays or harvest seasons.
6. Fixed-Term Employment: The contract specifies a set duration for the employment, agreed upon by both parties.
7. Other (Job Order): worker is classified as a contractual worker or contract of service personnel, hired for a short-term, specific piece of work.",,not-in-paper,flagged
F2,hil,Did we adequately cover the topic?,Did we adequately cover the topic?,,not-in-paper,flagged
F2,hil,Do you consider these in setting professional fees?,Do you consider these in setting professional fees?,,not-in-paper,flagged
F2,hil,Do you practice at any private facility/ clinic?,Do you practice at any private facility/ clinic?,,not-in-paper,flagged
F2,hil,For those who answered 'Yes' in Q69 (ZBB),For those who answered 'Yes' in Q69 (ZBB),,not-in-paper,flagged
F2,hil,For those who answered 'Yes' in Q70 (NBB),For those who answered 'Yes' in Q70 (NBB),,not-in-paper,flagged
F2,hil,Have you heard about the Bagong Urgent Care and Ambulatory Service (BUCAS) center?,Have you heard about the Bagong Urgent Care and Ambulatory Service (BUCAS) center?,,not-in-paper,flagged
F2,hil,Have you heard about the Guaranteed and Accessible Medications for Outpatient Treatment (GAMOT) package?,Have you heard about the Guaranteed and Accessible Medications for Outpatient Treatment (GAMOT) package?,,not-in-paper,flagged
F2,hil,Have you heard about the No Balance Billing (NBB)?,Have you heard about the No Balance Billing (NBB)?,,not-in-paper,flagged
F2,hil,Have you heard about the Zero Balance Billing (ZBB)?,Have you heard about the Zero Balance Billing (ZBB)?,,not-in-paper,flagged
F2,hil,How do you divide your time between public and private practice?,How do you divide your time between public and private practice?,,not-in-paper,flagged
F2,hil,How many days in a week do you work at this health facility?,How many days in a week do you work at this health facility?,,not-in-paper,flagged
F2,hil,I am compensated fairly.,I am compensated fairly.,,not-in-paper,flagged
F2,hil,"In your assessment, what are the main factors affecting the utilization of the GAMOT package in your facility?","In your assessment, what are the main factors affecting the utilization of the GAMOT package in your facility?",,not-in-paper,flagged
F2,hil,Is your facility an accredited GAMOT provider?,Is your facility an accredited GAMOT provider?,,not-in-paper,flagged
F2,hil,It is possible to register both individual patients and their family members together to YAKAP/Konsulta,It is possible to register both individual patients and their family members together to YAKAP/Konsulta,,not-in-paper,flagged
F2,hil,It is possible to register individual patients to YAKAP/Konsulta,It is possible to register individual patients to YAKAP/Konsulta,,not-in-paper,flagged
F2,hil,It is possible to register whole families to YAKAP/Konsulta,It is possible to register whole families to YAKAP/Konsulta,,not-in-paper,flagged
F2,hil,Legislation,Legislation,,not-in-paper,flagged
F2,hil,Month(s),Month(s),,not-in-paper,flagged
F2,hil,"More than once a week, but not everyday","More than once a week, but not everyday",,not-in-paper,flagged
F2,hil,"Neither Satisfied nor Dissatisfied: Improvements needed, but generally functional","Neither Satisfied nor Dissatisfied: Improvements needed, but generally functional",,gate-rejected,flagged
F2,hil,None,None,,gate-rejected,flagged
F2,hil,Not Applicable,Not Applicable,,not-in-paper,flagged
F2,hil,Not applicable,Not applicable,,not-in-paper,flagged
F2,hil,Nutrition action officer/coordinator/Nutritionist-Dietician,Nutrition action officer/coordinator/Nutritionist-Dietician,,not-in-paper,flagged
F2,hil,"Of those referred, what is/are the most common way/s you receive referrals from lower-level facilities?","Of those referred, what is/are the most common way/s you receive referrals from lower-level facilities?",,not-in-paper,flagged
F2,hil,Ongoing application,Ongoing application,,not-in-paper,flagged
F2,hil,Pharmacist/Dispenser/Assistant Pharmacist,Pharmacist/Dispenser/Assistant Pharmacist,,not-in-paper,flagged
F2,hil,Preventative health care,Preventative health care,,not-in-paper,flagged
F2,hil,Project-based,Project-based,,not-in-paper,flagged
F2,hil,Questionnaire Feedback,Questionnaire Feedback,,not-in-paper,flagged
F2,hil,Seldom,Seldom,,not-in-paper,flagged
F2,hil,Since when?,Since when?,,not-in-paper,flagged
F2,hil,Sometimes,Sometimes,,not-in-paper,flagged
F2,hil,"Thank you for completing the survey! Before you submit, please answer a few short questions about the questionnaire itself. Your feedback will help us improve it.","Thank you for completing the survey! Before you submit, please answer a few short questions about the questionnaire itself. Your feedback will help us improve it.",,not-in-paper,flagged
F2,hil,The following questions ask about your awareness YAKAP/Konsulta package of Philhealth. Please check the box/es of your answer.,The following questions ask about your awareness YAKAP/Konsulta package of Philhealth. Please check the box/es of your answer.,,not-in-paper,flagged
F2,hil,The following questions ask about your profile. Please put your answer/s in the space provided or check the box of your answer.,The following questions ask about your profile. Please put your answer/s in the space provided or check the box of your answer.,,not-in-paper,flagged
F2,hil,The following questions will ask about your outbound and inbound referrals as well as your satisfaction with the referral system. Please check the box/es of your answer.,The following questions will ask about your outbound and inbound referrals as well as your satisfaction with the referral system. Please check the box/es of your answer.,,not-in-paper,flagged
F2,hil,These questions ask about your satisfaction with the support you receive from your facility. Please place your answer in the space provided or check the box of your answer.,These questions ask about your satisfaction with the support you receive from your facility. Please place your answer in the space provided or check the box of your answer.,,not-in-paper,flagged
F2,hil,"This section contains questions about your knowledge, attitudes, and practices on professional setting, charging, and reimbursements. Please put your answer in the space provided or check the box/es of your answer.","This section contains questions about your knowledge, attitudes, and practices on professional setting, charging, and reimbursements. Please put your answer in the space provided or check the box/es of your answer.",,not-in-paper,flagged
F2,hil,Was the questionnaire comprehensive?,Was the questionnaire comprehensive?,,not-in-paper,flagged
F2,hil,"Was the questionnaire too long, too short, or about right?","Was the questionnaire too long, too short, or about right?",,not-in-paper,flagged
F2,hil,What are your sources of information about NBB?,What are your sources of information about NBB?,,not-in-paper,flagged
F2,hil,What are your sources of information about ZBB?,What are your sources of information about ZBB?,,not-in-paper,flagged
F2,hil,What is/are the most common way/s you send referrals to higher level facilities?,What is/are the most common way/s you send referrals to higher level facilities?,,not-in-paper,flagged
F2,hil,What is your understanding about the No Balance Billing (NBB)?,What is your understanding about the No Balance Billing (NBB)?,,not-in-paper,flagged
F2,hil,What is your understanding about the Zero Balance Billing (ZBB)?,What is your understanding about the Zero Balance Billing (ZBB)?,,not-in-paper,flagged
F2,hil,What might convince your facility to become a primary care provider?,What might convince your facility to become a primary care provider?,,not-in-paper,flagged
F2,hil,What opportunities to develop leadership skill/s would be useful to you?,What opportunities to develop leadership skill/s would be useful to you?,,not-in-paper,flagged
F2,hil,Which of the following professional development opportunity/ies is/are currently provided to you by your facility? Check all that apply,Which of the following professional development opportunity/ies is/are currently provided to you by your facility? Check all that apply,,not-in-paper,flagged
F2,hil,Which of the following professional development opportunity/ies would be most useful to you?,Which of the following professional development opportunity/ies would be most useful to you?,,not-in-paper,flagged
F2,hil,Why would your facility consider it?,Why would your facility consider it?,,not-in-paper,flagged
F2,hil,Year is required. Leave month or day blank if you don't recall them.,Year is required. Leave month or day blank if you don't recall them.,,not-in-paper,flagged
F2,hil,Year(s),Year(s),,not-in-paper,flagged
F2,ilo,Regular,Regular,,empty,flagged
F2,ilo,Administrator,Administrator,,empty,flagged
F2,ilo,Midwife,Midwife,,empty,flagged
F2,ilo,Dentist,Dentist,,empty,flagged
F2,ilo,Physician/Doctor,Physician/Doctor,,empty,flagged
F2,ilo,Laboratory technician,Laboratory technician,,empty,flagged
F2,ilo,Dentist aide,Dentist aide,,empty,flagged
F2,ilo,Physician assistant,Physician assistant,,empty,flagged
F2,ilo,Medical/ radiologic technologist,Medical/ radiologic technologist,,empty,flagged
F2,ilo,Barangay Health Worker,Barangay Health Worker,,empty,flagged
F2,ilo,Nurse,Nurse,,empty,flagged
F2,ilo,Health promotion officer,Health promotion officer,,empty,flagged
F2,ilo,Nursing assistant,Nursing assistant,,empty,flagged
F2,ilo,Physical Therapist,Physical Therapist,,empty,flagged
F2,ilo,No specialty,No specialty,,empty,flagged
F2,ilo,Nuclear Medicine,Nuclear Medicine,,empty,flagged
F2,ilo,Physical and Rehabilitation Medicine,Physical and Rehabilitation Medicine,,empty,flagged
F2,ilo,Anesthesia,Anesthesia,,empty,flagged
F2,ilo,Obstetrics and Gynecology,Obstetrics and Gynecology,,empty,flagged
F2,ilo,Psychiatry,Psychiatry,,empty,flagged
F2,ilo,Dermatology,Dermatology,,empty,flagged
F2,ilo,Occupational Medicine,Occupational Medicine,,empty,flagged
F2,ilo,Public health,Public health,,empty,flagged
F2,ilo,Emergency Medicine,Emergency Medicine,,empty,flagged
F2,ilo,Ophthalmology,Ophthalmology,,empty,flagged
F2,ilo,Radiology,Radiology,,empty,flagged
F2,ilo,Family Medicine,Family Medicine,,empty,flagged
F2,ilo,Orthopedics,Orthopedics,,empty,flagged
F2,ilo,Research,Research,,empty,flagged
F2,ilo,General Surgery,General Surgery,,empty,flagged
F2,ilo,Otorhinolaryngology (ENT),Otorhinolaryngology (ENT),,empty,flagged
F2,ilo,Others (specify),Others (specify),,empty,flagged
F2,ilo,Internal Medicine,Internal Medicine,,empty,flagged
F2,ilo,Pathology,Pathology,,empty,flagged
F2,ilo,Neurology,Neurology,,empty,flagged
F2,ilo,Pediatrics,Pediatrics,,empty,flagged
F2,ilo,The following questions ask about your awareness of UHC and the changes which may have occurred due to its implementation. Please check the box/es of your answer.,The following questions ask about your awareness of UHC and the changes which may have occurred due to its implementation. Please check the box/es of your answer.,,empty,flagged
F2,ilo,Universal Health Care (UHC) Awareness,Universal Health Care (UHC) Awareness,,empty,flagged
F2,ilo,Patient or Client satisfaction survey,Patient or Client satisfaction survey,,empty,flagged
F2,ilo,Patient Feedback and Complaints Management System,Patient Feedback and Complaints Management System,,empty,flagged
F2,ilo,Patient Rights and Responsibilities Policy,Patient Rights and Responsibilities Policy,,empty,flagged
F2,ilo,Regular Quality or Management Review Meetings,Regular Quality or Management Review Meetings,,empty,flagged
F2,ilo,Routine monitoring of quality/performance indicators,Routine monitoring of quality/performance indicators,,empty,flagged
F2,ilo,Quality Assurance Plan (QAP),Quality Assurance Plan (QAP),,empty,flagged
F2,ilo,Continuous Quality Improvement (CQI) Program,Continuous Quality Improvement (CQI) Program,,empty,flagged
F2,ilo,Staff Quality Improvement and Competency Training,Staff Quality Improvement and Competency Training,,empty,flagged
F2,ilo,Clinical audit or case review activities,Clinical audit or case review activities,,empty,flagged
F2,ilo,Preventative health care,Preventative health care,Preventative a panangtaripato iti salun-at,starts-with-english,flagged
F2,ilo,Patients seek healthcare in different ways,Patients seek healthcare in different ways,,empty,flagged
F2,ilo,YAKAP/Konsulta Package,YAKAP/Konsulta Package,"Pakete ti YAKAP/Konsulta) <Section C to be answered by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians only. For pharmacists/dispenser and assistant pharmacist, proceed to Section E2. Otherwise, proceed to Section F – Question 49> (Section C a sungbatan dagiti administrador, doktor, nars, komadrona, dentista, nutritionist-dietician laeng. Para kadagiti parmasiutiko/dispenser ken katulongan a parmasiutiko, ituloy ti Seksion E2. Ta no saan, ituloy ti Section F – Saludsod 49>","overlong-span,length-ratio,routing-note",flagged
F2,ilo,Pap smear,Pap smear,,empty,flagged
F2,ilo,Chest X-ray,Chest X-ray,,empty,flagged
F2,ilo,Mammogram,Mammogram,,empty,flagged
F2,ilo,Low-dose Chest CT scan,Low-dose Chest CT scan,,empty,flagged
F2,ilo,Lipid profile,Lipid profile,,empty,flagged
F2,ilo,Dental services,Dental services,,empty,flagged
F2,ilo,Thyroid function test,Thyroid function test,,empty,flagged
